Scenario,Fitness,Time (ms),Best Generation,Seed,p,pe,pm,rhoe,K,MAX_GENS,X_INTVL,X_NUMBER
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,1058,1,176025806,92,0.0732,0.1315,0.0109,2,2783,276,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,53,1,176025806,19,0.8843,0.0964,0.0709,3,1718,242,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,30,1,176025806,37,0.4552,0.5156,0.6527,2,291,168,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,297,1,176025806,77,0.3423,0.0787,0.9925,1,2489,32,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,48,1,176025806,29,0.546,0.1696,0.3175,1,1418,202,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,407,1,176025806,60,0.3308,0.118,0.3065,2,2179,279,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,127,1,176025806,55,0.7051,0.1893,0.3987,3,924,205,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,172,1,176025806,80,0.277,0.4097,0.9923,4,330,179,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,313,1,176025806,67,0.3239,0.267,0.5594,4,747,198,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,33,1,176025806,34,0.5396,0.3081,0.0845,1,876,254,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,46,1,176025806,13,0.1708,0.304,0.2572,1,1970,284,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,67,1,176025806,41,0.7262,0.2187,0.9152,1,1576,88,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,131,1,176025806,100,0.5411,0.002,0.8944,4,275,50,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,589,1,176025806,98,0.7199,0.1305,0.746,4,1807,282,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,144,1,176025806,64,0.5399,0.3855,0.6985,2,1022,125,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,123,1,176025806,40,0.6562,0.1259,0.952,2,1550,270,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,224,1,176025806,39,0.1311,0.1734,0.8117,1,2886,141,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,413,1,176025806,60,0.5409,0.1861,0.5322,3,2019,113,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,241,1,176025806,63,0.5494,0.1153,0.5415,4,842,117,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,287,1,176025806,55,0.1506,0.473,0.1703,4,727,44,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,558,1,176025806,81,0.1525,0.4367,0.5998,3,1227,225,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,84,1,176025806,89,0.527,0.0679,0.4198,1,758,76,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,246,1,176025806,53,0.5519,0.2252,0.1577,4,1037,52,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,292,1,176025806,86,0.5704,0.2478,0.6331,2,1562,153,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,137,1,176025806,76,0.5274,0.3711,0.8341,1,1598,208,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,49,1,176025806,71,0.556,0.2851,0.3763,1,640,286,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,72,1,176025806,14,0.3306,0.1089,0.8768,2,1573,180,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,27,1,176025806,18,0.4836,0.4038,0.4228,1,1149,196,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,205,1,176025806,52,0.1189,0.7363,0.5684,1,2189,252,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,37,1,176025806,34,0.7289,0.0849,0.7683,1,1346,239,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,168,1,176025806,82,0.7466,0.0529,0.8604,1,2587,267,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,70,1,176025806,39,0.9312,0.0633,0.2554,2,2092,82,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,460,1,176025806,91,0.2924,0.0784,0.6896,3,1008,126,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,147,1,176025806,28,0.12,0.6053,0.8328,1,2897,92,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,104,1,176025806,89,0.4172,0.1427,0.5127,1,842,162,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,241,1,176025806,67,0.1494,0.3903,0.6662,1,2011,197,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,121,1,176025806,25,0.5095,0.205,0.8834,4,993,229,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,148,1,176025806,84,0.427,0.3037,0.9069,1,1306,215,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,93,1,176025806,80,0.2996,0.0408,0.3967,1,693,233,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,790,1,176025806,67,0.601,0.123,0.013,4,2909,262,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,92,1,176025806,56,0.4291,0.2734,0.034,1,1259,120,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,1990,1,176025806,98,0.2346,0.4905,0.3105,4,2965,240,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,18,1,176025806,18,0.6986,0.1534,0.5131,1,1162,198,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,211,1,176025806,86,0.5097,0.2206,0.6241,2,991,39,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,140,1,176025806,66,0.2976,0.4273,0.3471,1,1362,103,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,64,1,176025806,54,0.0779,0.0406,0.8468,1,584,173,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,276,1,176025806,52,0.2342,0.4046,0.575,4,790,249,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,699,1,176025806,50,0.4217,0.2511,0.1949,4,2631,150,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,99,1,176025806,81,0.6189,0.0067,0.9065,4,296,108,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,35,1,176025806,44,0.8463,0.0165,0.4553,1,1293,160,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,72,1,176025806,53,0.3643,0.3021,0.4543,3,299,212,4
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,98,1,176025806,66,0.5846,0.4002,0.2089,1,1506,156,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,209,1,176025806,65,0.2739,0.1647,0.1166,4,488,243,2
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,122,1,176025806,35,0.2661,0.2813,0.9548,1,2124,102,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,577,1,176025806,75,0.2795,0.1871,0.5476,3,1505,228,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,115,1,176025806,91,0.7965,0.0587,0.3484,1,1831,288,5
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,18,1,176025806,32,0.7565,0.1051,0.1154,1,815,282,3
C:/TunningBRKGA/Instances/scenario_I9U50O85SnoneDchebyshevUDrandomR0.csv,1,207,1,176025806,31,0.4627,0.1445,0.5679,2,2518,171,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,930,1,2080851510,30,0.2,0.3,0.5,3,3000,100,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,340,1,2080851510,21,0.4453,0.2971,0.1607,2,2761,298,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,134,1,2080851510,34,0.4343,0.5069,0.2973,1,1333,65,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,192,1,2080851510,56,0.7607,0.0705,0.26,1,2224,113,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,62,1,2080851510,51,0.1035,0.2099,0.95,1,279,34,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,3203,1,2080851510,86,0.2171,0.0062,0.2316,4,2705,194,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,48,1,2080851510,70,0.7126,0.1852,0.1016,2,194,119,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,1074,1,2080851510,90,0.395,0.353,0.1137,2,1851,140,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,2476,1,2080851510,92,0.0732,0.1315,0.0109,2,2783,276,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,96,1,2080851510,19,0.8843,0.0964,0.0709,3,1718,242,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,64,1,2080851510,37,0.4552,0.5156,0.6527,2,291,168,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,619,1,2080851510,77,0.3423,0.0787,0.9925,1,2489,32,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,106,1,2080851510,29,0.546,0.1696,0.3175,1,1418,202,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,919,1,2080851510,60,0.3308,0.118,0.3065,2,2179,279,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,242,1,2080851510,55,0.7051,0.1893,0.3987,3,924,205,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,334,1,2080851510,80,0.277,0.4097,0.9923,4,330,179,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,604,1,2080851510,67,0.3239,0.267,0.5594,4,747,198,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,76,1,2080851510,34,0.5396,0.3081,0.0845,1,876,254,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,105,1,2080851510,13,0.1708,0.304,0.2572,1,1970,284,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,109,1,2080851510,41,0.7262,0.2187,0.9152,1,1576,88,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,229,1,2080851510,100,0.5411,0.002,0.8944,4,275,50,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,1049,1,2080851510,98,0.7199,0.1305,0.746,4,1807,282,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,324,1,2080851510,64,0.5399,0.3855,0.6985,2,1022,125,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,231,1,2080851510,40,0.6562,0.1259,0.952,2,1550,270,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,488,1,2080851510,39,0.1311,0.1734,0.8117,1,2886,141,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,804,1,2080851510,60,0.5409,0.1861,0.5322,3,2019,113,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,458,1,2080851510,63,0.5494,0.1153,0.5415,4,842,117,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,597,1,2080851510,55,0.1506,0.473,0.1703,4,727,44,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,1091,1,2080851510,81,0.1525,0.4367,0.5998,3,1227,225,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,172,1,2080851510,89,0.527,0.0679,0.4198,1,758,76,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,481,1,2080851510,53,0.5519,0.2252,0.1577,4,1037,52,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,624,1,2080851510,86,0.5704,0.2478,0.6331,2,1562,153,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,304,1,2080851510,76,0.5274,0.3711,0.8341,1,1598,208,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,111,1,2080851510,71,0.556,0.2851,0.3763,1,640,286,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,146,1,2080851510,14,0.3306,0.1089,0.8768,2,1573,180,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,59,1,2080851510,18,0.4836,0.4038,0.4228,1,1149,196,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,497,1,2080851510,52,0.1189,0.7363,0.5684,1,2189,252,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,74,1,2080851510,34,0.7289,0.0849,0.7683,1,1346,239,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,324,1,2080851510,82,0.7466,0.0529,0.8604,1,2587,267,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,123,1,2080851510,39,0.9312,0.0633,0.2554,2,2092,82,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,868,1,2080851510,91,0.2924,0.0784,0.6896,3,1008,126,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,352,1,2080851510,28,0.12,0.6053,0.8328,1,2897,92,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,233,1,2080851510,89,0.4172,0.1427,0.5127,1,842,162,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,640,1,2080851510,67,0.1494,0.3903,0.6662,1,2011,197,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,224,1,2080851510,25,0.5095,0.205,0.8834,4,993,229,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,325,1,2080851510,84,0.427,0.3037,0.9069,1,1306,215,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,194,1,2080851510,80,0.2996,0.0408,0.3967,1,693,233,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,1544,1,2080851510,67,0.601,0.123,0.013,4,2909,262,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,212,1,2080851510,56,0.4291,0.2734,0.034,1,1259,120,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,3958,1,2080851510,98,0.2346,0.4905,0.3105,4,2965,240,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,39,1,2080851510,18,0.6986,0.1534,0.5131,1,1162,198,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,448,1,2080851510,86,0.5097,0.2206,0.6241,2,991,39,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,320,1,2080851510,66,0.2976,0.4273,0.3471,1,1362,103,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,132,1,2080851510,54,0.0779,0.0406,0.8468,1,584,173,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,543,1,2080851510,52,0.2342,0.4046,0.575,4,790,249,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,1389,1,2080851510,50,0.4217,0.2511,0.1949,4,2631,150,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,171,1,2080851510,81,0.6189,0.0067,0.9065,4,296,108,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,61,1,2080851510,44,0.8463,0.0165,0.4553,1,1293,160,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,137,1,2080851510,53,0.3643,0.3021,0.4543,3,299,212,4
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,230,1,2080851510,66,0.5846,0.4002,0.2089,1,1506,156,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,421,1,2080851510,65,0.2739,0.1647,0.1166,4,488,243,2
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,266,1,2080851510,35,0.2661,0.2813,0.9548,1,2124,102,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,1089,1,2080851510,75,0.2795,0.1871,0.5476,3,1505,228,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,225,1,2080851510,91,0.7965,0.0587,0.3484,1,1831,288,5
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,41,1,2080851510,32,0.7565,0.1051,0.1154,1,815,282,3
C:/TunningBRKGA/Instances/scenario_I9U80O85SrandomDeuclideanUDequalR0.csv,10.3006,439,1,2080851510,31,0.4627,0.1445,0.5679,2,2518,171,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,841,1,972478493,30,0.2,0.3,0.5,3,3000,100,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,259,1,972478493,21,0.4453,0.2971,0.1607,2,2761,298,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,100,1,972478493,34,0.4343,0.5069,0.2973,1,1333,65,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,155,1,972478493,56,0.7607,0.0705,0.26,1,2224,113,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,52,1,972478493,51,0.1035,0.2099,0.95,1,279,34,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,2989,1,972478493,86,0.2171,0.0062,0.2316,4,2705,194,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,39,1,972478493,70,0.7126,0.1852,0.1016,2,194,119,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,809,1,972478493,90,0.395,0.353,0.1137,2,1851,140,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,1828,1,972478493,92,0.0732,0.1315,0.0109,2,2783,276,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,88,1,972478493,19,0.8843,0.0964,0.0709,3,1718,242,5
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,49,1,972478493,37,0.4552,0.5156,0.6527,2,291,168,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,516,1,972478493,77,0.3423,0.0787,0.9925,1,2489,32,5
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,82,1,972478493,29,0.546,0.1696,0.3175,1,1418,202,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,725,1,972478493,60,0.3308,0.118,0.3065,2,2179,279,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,220,1,972478493,55,0.7051,0.1893,0.3987,3,924,205,5
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,302,1,972478493,80,0.277,0.4097,0.9923,4,330,179,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,540,1,972478493,67,0.3239,0.267,0.5594,4,747,198,5
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,58,1,972478493,34,0.5396,0.3081,0.0845,1,876,254,5
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,82,1,972478493,13,0.1708,0.304,0.2572,1,1970,284,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,87,1,972478493,41,0.7262,0.2187,0.9152,1,1576,88,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,225,1,972478493,100,0.5411,0.002,0.8944,4,275,50,5
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,967,1,972478493,98,0.7199,0.1305,0.746,4,1807,282,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,248,1,972478493,64,0.5399,0.3855,0.6985,2,1022,125,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,196,1,972478493,40,0.6562,0.1259,0.952,2,1550,270,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,389,1,972478493,39,0.1311,0.1734,0.8117,1,2886,141,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,710,1,972478493,60,0.5409,0.1861,0.5322,3,2019,113,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,423,1,972478493,63,0.5494,0.1153,0.5415,4,842,117,5
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,517,1,972478493,55,0.1506,0.473,0.1703,4,727,44,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,974,1,972478493,81,0.1525,0.4367,0.5998,3,1227,225,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,144,1,972478493,89,0.527,0.0679,0.4198,1,758,76,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,424,1,972478493,53,0.5519,0.2252,0.1577,4,1037,52,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,498,1,972478493,86,0.5704,0.2478,0.6331,2,1562,153,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,240,1,972478493,76,0.5274,0.3711,0.8341,1,1598,208,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,87,1,972478493,71,0.556,0.2851,0.3763,1,640,286,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,123,1,972478493,14,0.3306,0.1089,0.8768,2,1573,180,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,45,1,972478493,18,0.4836,0.4038,0.4228,1,1149,196,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,404,1,972478493,52,0.1189,0.7363,0.5684,1,2189,252,2
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,76,1,972478493,34,0.7289,0.0849,0.7683,1,1346,239,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,333,1,972478493,82,0.7466,0.0529,0.8604,1,2587,267,5
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,138,1,972478493,39,0.9312,0.0633,0.2554,2,2092,82,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,805,1,972478493,91,0.2924,0.0784,0.6896,3,1008,126,4
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,260,1,972478493,28,0.12,0.6053,0.8328,1,2897,92,3
C:/TunningBRKGA/Instances/scenario_I9U80O50SrandomDcityblockUDequalR0.csv,16,185,1,972478493,89,0.4172,0.1427,0.5127,1,842,162,2
