Scenario,Fitness,Time (ms),Best Generation,Seed,p,pe,pm,rhoe,K,MAX_GENS,X_INTVL,X_NUMBER
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,58644,846,1493877593,98,0.2506,0.375,0.2734,3,2253,70,5
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,69655,1202,1493877593,97,0.3215,0.3638,0.4389,4,2328,35,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,89417,2739,1493877593,96,0.3011,0.4557,0.3582,4,2834,62,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,63140,1806,1493877593,97,0.2182,0.5174,0.425,3,2356,250,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,81080,1549,1493877593,100,0.0802,0.3054,0.5077,3,2661,280,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,67010,1168,1493877593,89,0.1072,0.4327,0.2761,3,2419,260,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,49363,773,1493877593,97,0.2407,0.3409,0.4167,3,1973,30,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,782.544,54159,157,1493877593,97,0.2742,0.1726,0.5911,3,2514,241,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,60070,696,1493877593,89,0.1663,0.3323,0.3007,3,2423,66,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,714.991,87323,1991,1493877593,76,0.1413,0.3552,0.1875,4,2769,40,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,61556,1725,1493877593,95,0.2378,0.1974,0.2045,3,2558,59,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,84080,1104,1493877593,87,0.2448,0.3541,0.2733,4,2690,40,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,73228,1224,1493877593,94,0.243,0.343,0.3611,4,2233,51,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,35860,2005,1493877593,69,0.2687,0.2774,0.3468,3,2155,277,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,755.151,69447,1072,1493877593,86,0.2999,0.1542,0.3308,4,2808,54,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,705.946,90014,468,1493877593,91,0.2765,0.3626,0.2605,4,2962,67,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,93485,2793,1493877593,83,0.1473,0.2776,0.4132,4,2906,32,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,92225,1249,1493877593,98,0.3363,0.5005,0.2635,4,2932,31,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,73119,359,1493877593,93,0.3013,0.3975,0.3258,4,2367,74,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,59578,382,1493877593,81,0.0791,0.4222,0.4623,3,2426,251,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,56195,624,1493877593,87,0.235,0.2616,0.3199,3,2455,61,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,47344,514,1493877593,80,0.1904,0.2452,0.3763,3,2180,273,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,84130,1890,1493877593,83,0.2202,0.4078,0.1911,4,2760,43,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,782.544,59450,379,1493877593,96,0.3001,0.2038,0.3894,3,2646,77,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,47983,206,1493877593,81,0.324,0.3453,0.3782,3,2576,40,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,56837,265,1493877593,91,0.1961,0.3131,0.5387,3,2284,59,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,90539,1182,1493877593,92,0.2717,0.4742,0.2165,4,2785,46,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,743.33,72364,1032,1493877593,77,0.2703,0.3162,0.3103,4,2828,46,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,782.544,63887,87,1493877593,94,0.2336,0.4955,0.357,3,2465,247,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,755.151,50217,1493,1493877593,81,0.2648,0.5116,0.256,3,2344,40,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,53952,899,1493877593,96,0.3088,0.1564,0.4705,3,2469,253,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,714.991,69057,1761,1493877593,85,0.2144,0.2531,0.2775,3,2921,56,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,53452,2158,1493877593,91,0.3162,0.4587,0.3776,3,2413,283,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,103479,625,1493877593,86,0.1045,0.4787,0.2737,4,2880,53,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,81114,878,1493877593,91,0.2589,0.4244,0.4309,4,2666,38,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,755.151,48653,150,1493877593,89,0.3333,0.4155,0.3777,3,2349,280,3
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,782.544,54634,172,1493877593,94,0.201,0.3346,0.3078,3,2079,47,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,89261,319,1493877593,100,0.0793,0.442,0.4501,3,2603,282,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,731.839,94641,725,1493877593,92,0.309,0.3279,0.4853,4,2891,61,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,745.917,79671,1306,1493877593,95,0.1907,0.2318,0.4814,4,2522,41,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,755.151,56000,1955,1493877593,95,0.3788,0.4761,0.3499,3,2544,78,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,78453,2643,1493877593,80,0.2393,0.2775,0.314,4,2791,34,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,50442,709,1493877593,99,0.336,0.2814,0.2866,3,2226,74,4
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,664.117,87340,2687,1493877593,73,0.122,0.3285,0.3711,4,2918,34,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,671.351,81440,1043,1493877593,90,0.3387,0.5,0.3208,4,2792,44,2
C:/TunningBRKGA/Instances/scenario_I100U50O85S0DrandomUDequalFOrandomR0.csv,731.839,27800,1638,1493877593,96,0.3385,0.1764,0.6127,2,2117,274,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,130948,28,1018447471,86,0.2389,0.4098,0.4608,4,2019,70,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,151312,56,1018447471,75,0.3687,0.2595,0.3983,4,2913,49,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,150127,215,1018447471,71,0.2562,0.4022,0.4466,4,2918,59,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,155244,80,1018447471,78,0.2691,0.3039,0.2937,4,2675,45,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,142865,74,1018447471,100,0.2792,0.2931,0.4284,3,2298,47,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,166950,297,1018447471,89,0.2026,0.4362,0.2565,4,2560,36,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,120955,50,1018447471,86,0.1919,0.3821,0.2498,3,2322,39,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,150703,52,1018447471,86,0.1193,0.438,0.3651,3,2778,282,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,137148,589,1018447471,82,0.1705,0.0996,0.5275,3,1771,285,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,113542,21,1018447471,93,0.3009,0.2883,0.3083,3,2300,31,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,181025,16,1018447471,100,0.1983,0.4648,0.4299,4,2421,67,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,96898,48,1018447471,96,0.3484,0.2258,0.2356,3,2077,65,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,134506,9,1018447471,98,0.0901,0.4267,0.3874,3,2020,296,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,255535,48,1018447471,84,0.1714,0.2281,0.4196,4,2895,33,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,166149,59,1018447471,94,0.1147,0.482,0.3902,3,2843,273,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,132889,383,1018447471,74,0.2824,0.0815,0.4976,3,2114,269,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,191619,104,1018447471,100,0.1777,0.2383,0.3429,3,2643,61,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,208081,97,1018447471,77,0.109,0.2684,0.2186,4,2954,45,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,84771,219,1018447471,90,0.1566,0.6255,0.4715,2,2571,253,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,158685,29,1018447471,94,0.0858,0.3653,0.2029,3,2432,280,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,157084,39,1018447471,100,0.2611,0.3277,0.3727,3,2543,31,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,108762,3,1018447471,88,0.2016,0.329,0.3913,3,1847,50,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,109397,233,1018447471,76,0.3398,0.2989,0.2205,4,2411,49,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,225716,60,1018447471,98,0.1289,0.2656,0.4383,3,2921,264,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,111554,76,1018447471,90,0.3464,0.1987,0.2358,3,2429,41,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,144805,52,1018447471,85,0.1201,0.4698,0.5005,3,2581,251,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,511.933,239373,2,1018447471,98,0.1101,0.019,0.6955,3,2577,283,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,159399,31,1018447471,81,0.2619,0.2978,0.3563,4,2578,32,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,152379,18,1018447471,73,0.2643,0.2992,0.3529,4,2727,73,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,210575,1167,1018447471,89,0.2109,0.1074,0.6083,3,2717,297,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,147981,106,1018447471,82,0.2362,0.3862,0.2184,4,2767,37,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,126142,12,1018447471,88,0.2114,0.3936,0.4278,3,2426,64,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,166186,18,1018447471,87,0.1175,0.4757,0.5264,3,2871,272,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,148733,58,1018447471,89,0.2201,0.4648,0.2237,4,2646,65,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,111473,106,1018447471,98,0.2506,0.375,0.2734,3,2253,70,5
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,170418,57,1018447471,97,0.3215,0.3638,0.4389,4,2328,35,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,162656,77,1018447471,96,0.3011,0.4557,0.3582,4,2834,62,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,114749,41,1018447471,97,0.2182,0.5174,0.425,3,2356,250,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,222754,10,1018447471,100,0.0802,0.3054,0.5077,3,2661,280,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,130630,32,1018447471,89,0.1072,0.4327,0.2761,3,2419,260,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,111600,62,1018447471,97,0.2407,0.3409,0.4167,3,1973,30,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,191930,25,1018447471,97,0.2742,0.1726,0.5911,3,2514,241,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,135490,46,1018447471,89,0.1663,0.3323,0.3007,3,2423,66,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,162718,26,1018447471,76,0.1413,0.3552,0.1875,4,2769,40,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,148061,75,1018447471,95,0.2378,0.1974,0.2045,3,2558,59,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,162141,26,1018447471,87,0.2448,0.3541,0.2733,4,2690,40,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,158550,126,1018447471,94,0.243,0.343,0.3611,4,2233,51,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,86249,47,1018447471,69,0.2687,0.2774,0.3468,3,2155,277,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,216164,120,1018447471,86,0.2999,0.1542,0.3308,4,2808,54,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,172151,223,1018447471,91,0.2765,0.3626,0.2605,4,2962,67,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,240141,45,1018447471,83,0.1473,0.2776,0.4132,4,2906,32,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,146745,308,1018447471,98,0.3363,0.5005,0.2635,4,2932,31,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,134980,25,1018447471,93,0.3013,0.3975,0.3258,4,2367,74,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,141705,45,1018447471,81,0.0791,0.4222,0.4623,3,2426,251,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,132677,8,1018447471,87,0.235,0.2616,0.3199,3,2455,61,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,123627,135,1018447471,80,0.1904,0.2452,0.3763,3,2180,273,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,147546,553,1018447471,83,0.2202,0.4078,0.1911,4,2760,43,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,163031,38,1018447471,96,0.3001,0.2038,0.3894,3,2646,77,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,101547,54,1018447471,81,0.324,0.3453,0.3782,3,2576,40,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,149317,57,1018447471,91,0.1961,0.3131,0.5387,3,2284,59,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,150059,139,1018447471,92,0.2717,0.4742,0.2165,4,2785,46,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,157182,48,1018447471,77,0.2703,0.3162,0.3103,4,2828,46,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,113778,31,1018447471,94,0.2336,0.4955,0.357,3,2465,247,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,81974,568,1018447471,81,0.2648,0.5116,0.256,3,2344,40,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,165869,80,1018447471,96,0.3088,0.1564,0.4705,3,2469,253,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,153611,21,1018447471,85,0.2144,0.2531,0.2775,3,2921,56,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,95737,71,1018447471,91,0.3162,0.4587,0.3776,3,2413,283,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,193473,17,1018447471,86,0.1045,0.4787,0.2737,4,2880,53,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,169360,15,1018447471,91,0.2589,0.4244,0.4309,4,2666,38,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,92062,13,1018447471,89,0.3333,0.4155,0.3777,3,2349,280,3
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,116284,59,1018447471,94,0.201,0.3346,0.3078,3,2079,47,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,184917,39,1018447471,100,0.0793,0.442,0.4501,3,2603,282,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,194207,12,1018447471,92,0.309,0.3279,0.4853,4,2891,61,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,244524,59,1018447471,95,0.1907,0.2318,0.4814,4,2522,41,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,89366,288,1018447471,95,0.3788,0.4761,0.3499,3,2544,78,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,176732,70,1018447471,80,0.2393,0.2775,0.314,4,2791,34,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,105578,103,1018447471,99,0.336,0.2814,0.2866,3,2226,74,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,206476,32,1018447471,73,0.122,0.3285,0.3711,4,2918,34,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,129745,151,1018447471,90,0.3387,0.5,0.3208,4,2792,44,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDrandomFOequalR0.csv,499.352,95158,10,1018447471,96,0.3385,0.1764,0.6127,2,2117,274,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,309897,545,98504424,84,0.1714,0.2281,0.4196,4,2895,33,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,199003,1259,98504424,94,0.243,0.343,0.3611,4,2233,51,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,234789,550,98504424,84,0.2264,0.352,0.3168,4,2997,30,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,639,262450,509,98504424,77,0.109,0.2684,0.2186,4,2954,45,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,639,170947,1022,98504424,100,0.2792,0.2931,0.4284,3,2298,47,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,192787,652,98504424,88,0.2264,0.3895,0.4205,4,2266,66,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,639,154048,511,98504424,97,0.3223,0.3523,0.3371,4,2025,50,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,661,193484,88,98504424,83,0.2815,0.3546,0.2899,4,2976,50,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,182979,2174,98504424,76,0.2534,0.3313,0.1975,4,2970,44,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,661,218733,29,98504424,75,0.2066,0.2608,0.3918,4,2972,55,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,191704,1290,98504424,95,0.2717,0.4509,0.4358,4,2421,58,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,208634,904,98504424,97,0.2322,0.369,0.3045,4,2392,48,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,639,204666,835,98504424,95,0.282,0.2738,0.2839,4,2385,31,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,661,208478,1043,98504424,91,0.2898,0.312,0.3046,4,2881,34,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,194708,1486,98504424,98,0.2782,0.3325,0.3514,4,2237,82,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,178436,440,98504424,98,0.233,0.295,0.4742,3,2232,38,4
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,199532,2563,98504424,77,0.1194,0.3175,0.1284,4,2697,47,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,660,200007,447,98504424,82,0.2319,0.4052,0.2749,4,2849,34,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,248853,748,98504424,89,0.1173,0.2287,0.1904,4,2498,44,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,643,189446,2479,98504424,95,0.3129,0.3243,0.4119,4,2504,35,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,639,232118,1236,98504424,88,0.2721,0.3577,0.3539,4,2944,56,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,639,297678,319,98504424,81,0.165,0.2997,0.4866,4,2958,42,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,187221,867,98504424,77,0.2744,0.3796,0.3767,4,2863,32,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,654,208050,1994,98504424,91,0.1468,0.2969,0.2695,4,2123,77,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,295486,541,98504424,79,0.1581,0.2239,0.4194,4,2817,33,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,242964,318,98504424,79,0.2431,0.2664,0.3628,4,2971,33,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,267567,295,98504424,88,0.1426,0.3797,0.3538,4,2822,36,2
C:/TunningBRKGA/Instances/scenario_I100U80O0SrandomDchebyshevUDequalFOequalR0.csv,641,271625,707,98504424,86,0.1368,0.2967,0.2224,4,2942,30,2
